COD,PA_UFMUN,Nome_Município,Nome_UF,mes,ano,Procedimento,PA_QTDAPR,PA_IDADE,PA_VALAPR
14074,350400,Assis,São Paulo,10,2019,Cirurgia Oncológica,108.0,158.675,576.9402499999995
14075,350400,Assis,São Paulo,10,2020,Cirurgia Oncológica,229.0,73.12621359223301,482.31257281553457
14076,350400,Assis,São Paulo,10,2020,Quimioterapia,188.0,64.81696428571429,417.20133928571414
14077,350400,Assis,São Paulo,11,2018,Cirurgia Oncológica,315.0,95.47419354838709,555.8128709677419
14078,350400,Assis,São Paulo,11,2019,Cirurgia Oncológica,141.0,75.18487394957984,544.2316806722686
14079,350400,Assis,São Paulo,11,2019,Quimioterapia,29.0,68.1875,425.6015625
14080,350400,Assis,São Paulo,11,2020,Cirurgia Oncológica,547.0,78.4329268292683,552.7157926829275
14081,350400,Assis,São Paulo,11,2020,Quimioterapia,197.0,64.5798319327731,376.46890756302537
14082,350400,Assis,São Paulo,12,2018,Cirurgia Oncológica,243.0,72.01310043668123,510.7991266375562
14083,350400,Assis,São Paulo,12,2019,Cirurgia Oncológica,24.0,72.375,710.0625000000001
14084,350400,Assis,São Paulo,12,2019,Quimioterapia,105.0,66.46666666666667,376.267619047619
14085,350400,Assis,São Paulo,12,2020,Cirurgia Oncológica,216.0,73.47236180904522,615.8319597989961
14086,350400,Assis,São Paulo,12,2020,Quimioterapia,212.0,64.29535864978902,388.2208860759494
14087,350410,Atibaia,São Paulo,01,2018,Cirurgia Oncológica,43.0,118.55263157894737,759.5692105263154
14088,350410,Atibaia,São Paulo,01,2018,"Diagnósticos: biopsia, mamografia",2.0,69.0,200.0
14089,350410,Atibaia,São Paulo,01,2020,Cirurgia Oncológica,167.0,77.06849315068493,627.0513698630141
14090,350410,Atibaia,São Paulo,01,2020,"Diagnósticos: biopsia, mamografia",4.0,58.5,200.0
14091,350410,Atibaia,São Paulo,01,2021,Cirurgia Oncológica,165.0,76.17021276595744,474.05531914893555
14092,350410,Atibaia,São Paulo,01,2021,"Diagnósticos: biopsia, mamografia",1.0,90.0,200.0
14093,350410,Atibaia,São Paulo,02,2018,Cirurgia Oncológica,72.0,104.82,807.4153999999992
14094,350410,Atibaia,São Paulo,02,2018,"Diagnósticos: biopsia, mamografia",1.0,70.0,200.0
14095,350410,Atibaia,São Paulo,02,2020,Cirurgia Oncológica,182.0,79.57692307692308,604.1724999999999
14096,350410,Atibaia,São Paulo,02,2020,"Diagnósticos: biopsia, mamografia",2.0,58.0,200.0
14097,350410,Atibaia,São Paulo,02,2021,Cirurgia Oncológica,110.0,80.27906976744185,783.2616279069761
14098,350410,Atibaia,São Paulo,02,2021,"Diagnósticos: biopsia, mamografia",1.0,83.0,200.0
14099,350410,Atibaia,São Paulo,03,2018,Cirurgia Oncológica,129.0,86.85576923076923,796.6945192307696
14100,350410,Atibaia,São Paulo,03,2020,Cirurgia Oncológica,110.0,71.26363636363637,771.6000000000005
14101,350410,Atibaia,São Paulo,03,2020,"Diagnósticos: biopsia, mamografia",2.0,59.0,200.0
14102,350410,Atibaia,São Paulo,03,2021,Cirurgia Oncológica,156.0,76.95488721804512,803.6120300751893
14103,350410,Atibaia,São Paulo,03,2021,"Diagnósticos: biopsia, mamografia",2.0,62.5,200.0
14104,350410,Atibaia,São Paulo,04,2018,Cirurgia Oncológica,122.0,89.98947368421052,807.2977894736841
14105,350410,Atibaia,São Paulo,04,2020,Cirurgia Oncológica,310.0,77.57971014492753,918.2510869565247
14106,350410,Atibaia,São Paulo,04,2021,Cirurgia Oncológica,97.0,69.56701030927834,771.5999999999998
14107,350410,Atibaia,São Paulo,05,2018,Cirurgia Oncológica,106.0,81.82142857142857,819.7910714285707
14108,350410,Atibaia,São Paulo,05,2018,"Diagnósticos: biopsia, mamografia",2.0,76.0,200.0
14109,350410,Atibaia,São Paulo,05,2020,Cirurgia Oncológica,291.0,79.32380952380953,682.1485714285712
14110,350410,Atibaia,São Paulo,05,2021,Cirurgia Oncológica,268.0,73.7327935222672,787.1404858299629
14111,350410,Atibaia,São Paulo,05,2021,"Diagnósticos: biopsia, mamografia",2.0,52.5,200.0
14112,350410,Atibaia,São Paulo,06,2018,Cirurgia Oncológica,65.0,109.95348837209302,794.30465116279
14113,350410,Atibaia,São Paulo,06,2018,"Diagnósticos: biopsia, mamografia",1.0,79.0,200.0
14114,350410,Atibaia,São Paulo,06,2020,Cirurgia Oncológica,295.0,72.71713147410358,684.6388446215168
14115,350410,Atibaia,São Paulo,06,2020,"Diagnósticos: biopsia, mamografia",1.0,61.0,200.0
14116,350410,Atibaia,São Paulo,06,2021,Cirurgia Oncológica,38.0,69.3157894736842,771.5999999999995
14117,350410,Atibaia,São Paulo,06,2021,"Diagnósticos: biopsia, mamografia",1.0,56.0,200.0
14118,350410,Atibaia,São Paulo,07,2018,Cirurgia Oncológica,107.0,88.77380952380952,776.2707142857132
14119,350410,Atibaia,São Paulo,07,2018,"Diagnósticos: biopsia, mamografia",1.0,14.0,200.0
14120,350410,Atibaia,São Paulo,07,2020,Cirurgia Oncológica,308.0,69.94155844155844,616.0567857142884
14121,350410,Atibaia,São Paulo,07,2020,"Diagnósticos: biopsia, mamografia",3.0,63.0,200.0
14122,350410,Atibaia,São Paulo,08,2018,Cirurgia Oncológica,188.0,81.18787878787879,783.2910909090933
14123,350410,Atibaia,São Paulo,08,2018,"Diagnósticos: biopsia, mamografia",2.0,71.0,200.0
14124,350410,Atibaia,São Paulo,08,2020,Cirurgia Oncológica,154.0,76.34883720930233,464.1139534883715
14125,350410,Atibaia,São Paulo,08,2020,"Diagnósticos: biopsia, mamografia",1.0,77.0,200.0
14126,350410,Atibaia,São Paulo,09,2018,Cirurgia Oncológica,66.0,109.79545454545455,780.0818181818175
14127,350410,Atibaia,São Paulo,09,2020,Cirurgia Oncológica,163.0,74.8029197080292,735.7291240875926
14128,350410,Atibaia,São Paulo,09,2020,"Diagnósticos: biopsia, mamografia",2.0,76.5,200.0
14129,350410,Atibaia,São Paulo,10,2018,Cirurgia Oncológica,123.0,79.82022471910112,828.9562921348312
14130,350410,Atibaia,São Paulo,10,2019,Cirurgia Oncológica,45.0,999.0,9429.75
14131,350410,Atibaia,São Paulo,10,2020,Cirurgia Oncológica,280.0,74.98353909465021,530.3265432098779
14132,350410,Atibaia,São Paulo,10,2020,"Diagnósticos: biopsia, mamografia",2.0,43.5,200.0
14133,350410,Atibaia,São Paulo,11,2018,Cirurgia Oncológica,184.0,77.71666666666667,424.97027777777777
14134,350410,Atibaia,São Paulo,11,2019,Cirurgia Oncológica,127.0,71.4251968503937,591.5681102362203
14135,350410,Atibaia,São Paulo,11,2019,"Diagnósticos: biopsia, mamografia",1.0,37.0,200.0
14136,350410,Atibaia,São Paulo,11,2020,Cirurgia Oncológica,185.0,76.87248322147651,813.4695973154386
14137,350410,Atibaia,São Paulo,11,2020,"Diagnósticos: biopsia, mamografia",3.0,61.333333333333336,200.0
14138,350410,Atibaia,São Paulo,12,2018,Cirurgia Oncológica,917.0,72.92068965517241,746.8118965517273
14139,350410,Atibaia,São Paulo,12,2018,"Diagnósticos: biopsia, mamografia",1.0,54.0,200.0
14140,350410,Atibaia,São Paulo,12,2019,Cirurgia Oncológica,384.0,999.0,80467.2
14141,350410,Atibaia,São Paulo,12,2020,Cirurgia Oncológica,41.0,69.48780487804878,754.7012195121946
14142,350410,Atibaia,São Paulo,12,2020,"Diagnósticos: biopsia, mamografia",1.0,90.0,200.0
14143,350420,Auriflama,São Paulo,11,2018,Cirurgia Oncológica,202.0,69.7128712871287,1157.399999999996
14144,350420,Auriflama,São Paulo,12,2018,Cirurgia Oncológica,73.0,69.6986301369863,1157.3999999999994
14145,350450,Avaré,São Paulo,01,2018,Cirurgia Oncológica,3.0,43.333333333333336,38.74
14146,350450,Avaré,São Paulo,01,2018,Quimioterapia,72.0,66.65753424657534,348.7328767123288
14147,350450,Avaré,São Paulo,01,2020,Cirurgia Oncológica,11.0,58.45454545454545,637.4145454545455
14148,350450,Avaré,São Paulo,01,2020,Quimioterapia,64.0,65.82352941176471,498.1608823529412
14149,350450,Avaré,São Paulo,01,2021,Cirurgia Oncológica,5.0,51.2,35.084
14150,350450,Avaré,São Paulo,01,2021,Quimioterapia,71.0,66.30985915492958,386.0957746478873
14151,350450,Avaré,São Paulo,02,2018,Cirurgia Oncológica,10.0,69.7,698.3140000000001
14152,350450,Avaré,São Paulo,02,2018,Quimioterapia,66.0,66.81012658227849,271.0348101265823
14153,350450,Avaré,São Paulo,02,2020,Cirurgia Oncológica,8.0,50.75,494.19749999999993
14154,350450,Avaré,São Paulo,02,2020,Quimioterapia,59.0,66.82539682539682,409.2006349206349
14155,350450,Avaré,São Paulo,03,2018,Cirurgia Oncológica,14.0,68.5,771.6000000000003
14156,350450,Avaré,São Paulo,03,2018,Quimioterapia,71.0,67.17857142857143,298.4166666666667
14157,350450,Avaré,São Paulo,03,2020,Cirurgia Oncológica,12.0,59.416666666666664,587.5250000000001
14158,350450,Avaré,São Paulo,03,2020,Quimioterapia,58.0,66.80952380952381,344.3990476190476
14159,350450,Avaré,São Paulo,03,2021,Cirurgia Oncológica,2.0,59.5,33.58
14160,350450,Avaré,São Paulo,03,2021,Quimioterapia,71.0,66.44594594594595,397.2810810810811
14161,350450,Avaré,São Paulo,04,2018,Cirurgia Oncológica,12.0,58.166666666666664,588.3850000000001
14162,350450,Avaré,São Paulo,04,2018,Quimioterapia,70.0,65.46575342465754,321.0239726027397
14163,350450,Avaré,São Paulo,04,2020,Cirurgia Oncológica,5.0,30.4,36.676
14164,350450,Avaré,São Paulo,04,2020,Quimioterapia,60.0,67.03125,364.8146875
14165,350450,Avaré,São Paulo,04,2021,Cirurgia Oncológica,11.0,39.72727272727273,32.55727272727273
14166,350450,Avaré,São Paulo,04,2021,Quimioterapia,70.0,66.45945945945945,390.82500000000005
14167,350450,Avaré,São Paulo,05,2018,Cirurgia Oncológica,11.0,68.36363636363636,704.9763636363638
14168,350450,Avaré,São Paulo,05,2018,Quimioterapia,66.0,65.92957746478874,321.68591549295775
14169,350450,Avaré,São Paulo,05,2020,Cirurgia Oncológica,7.0,36.42857142857143,34.31714285714286
14170,350450,Avaré,São Paulo,05,2020,Quimioterapia,62.0,66.59701492537313,369.539552238806
14171,350450,Avaré,São Paulo,05,2021,Cirurgia Oncológica,4.0,58.75,31.000000000000004
14172,350450,Avaré,São Paulo,05,2021,Quimioterapia,69.0,66.45945945945945,357.7743243243243
14173,350450,Avaré,São Paulo,06,2018,Cirurgia Oncológica,4.0,56.75,771.6
14174,350450,Avaré,São Paulo,06,2018,Quimioterapia,67.0,65.13698630136986,350.03767123287673
14175,350450,Avaré,São Paulo,06,2020,Cirurgia Oncológica,5.0,38.0,34.61200000000001
14176,350450,Avaré,São Paulo,06,2020,Quimioterapia,62.0,67.14925373134328,314.97223880597016
14177,350450,Avaré,São Paulo,06,2021,Cirurgia Oncológica,7.0,42.714285714285715,34.14857142857144
14178,350450,Avaré,São Paulo,06,2021,Quimioterapia,67.0,65.80555555555556,387.4034722222222
14179,350450,Avaré,São Paulo,07,2018,Cirurgia Oncológica,14.0,62.642857142857146,719.2528571428574
14180,350450,Avaré,São Paulo,07,2018,Quimioterapia,71.0,65.69444444444444,354.2111111111111
14181,350450,Avaré,São Paulo,07,2020,Cirurgia Oncológica,10.0,30.4,34.61200000000001
14182,350450,Avaré,São Paulo,07,2020,Quimioterapia,63.0,67.71428571428571,347.6688888888889
14183,350450,Avaré,São Paulo,08,2018,Cirurgia Oncológica,13.0,69.92307692307692,771.6000000000003
14184,350450,Avaré,São Paulo,08,2018,Quimioterapia,67.0,64.75,317.58958333333334
14185,350450,Avaré,São Paulo,08,2020,Cirurgia Oncológica,11.0,46.54545454545455,28.420000000000012
14186,350450,Avaré,São Paulo,08,2020,Quimioterapia,65.0,67.04545454545455,398.445303030303
14187,350450,Avaré,São Paulo,09,2018,Cirurgia Oncológica,4.0,66.0,771.6
14188,350450,Avaré,São Paulo,09,2018,Quimioterapia,71.0,64.32876712328768,359.4445205479452
14189,350450,Avaré,São Paulo,09,2020,Cirurgia Oncológica,6.0,37.333333333333336,31.860000000000003
14190,350450,Avaré,São Paulo,09,2020,Quimioterapia,62.0,67.06060606060606,353.02484848484846
14191,350450,Avaré,São Paulo,10,2018,Cirurgia Oncológica,21.0,57.61904761904762,525.8390476190477
14192,350450,Avaré,São Paulo,10,2018,Quimioterapia,72.0,64.4054054054054,362.6614864864865
14193,350450,Avaré,São Paulo,10,2019,Cirurgia Oncológica,12.0,56.0,585.8050000000001
14194,350450,Avaré,São Paulo,10,2019,Quimioterapia,61.0,66.56060606060606,382.70530303030307
14195,350450,Avaré,São Paulo,10,2020,Cirurgia Oncológica,8.0,41.625,32.290000000000006
14196,350450,Avaré,São Paulo,10,2020,Quimioterapia,62.0,67.11940298507463,408.10880597014926
14197,350450,Avaré,São Paulo,11,2018,Cirurgia Oncológica,12.0,44.333333333333336,343.435
14198,350450,Avaré,São Paulo,11,2018,Quimioterapia,70.0,64.59210526315789,333.99013157894734
14199,350450,Avaré,São Paulo,11,2019,Cirurgia Oncológica,3.0,44.0,31.86
14200,350450,Avaré,São Paulo,11,2019,Quimioterapia,11.0,64.53846153846153,284.86538461538464
14201,350450,Avaré,São Paulo,11,2020,Cirurgia Oncológica,6.0,39.333333333333336,30.140000000000004
14202,350450,Avaré,São Paulo,11,2020,Quimioterapia,60.0,67.5,373.07903225806456
14203,350450,Avaré,São Paulo,12,2017,Cirurgia Oncológica,5.0,62.6,771.6
14204,350450,Avaré,São Paulo,12,2018,Cirurgia Oncológica,11.0,48.45454545454545,302.42
14205,350450,Avaré,São Paulo,12,2018,Quimioterapia,59.0,64.67605633802818,310.1021126760563
14206,350450,Avaré,São Paulo,12,2019,Quimioterapia,51.0,66.34545454545454,523.7827272727272
14207,350450,Avaré,São Paulo,12,2020,Quimioterapia,57.0,66.921875,356.1234375
14208,350520,Bariri,São Paulo,01,2018,Cirurgia Oncológica,1.0,35.0,41.1
14209,350520,Bariri,São Paulo,02,2018,Cirurgia Oncológica,2.0,55.0,38.74
14210,350520,Bariri,São Paulo,03,2018,Cirurgia Oncológica,1.0,30.0,41.1
14211,350520,Bariri,São Paulo,04,2018,Cirurgia Oncológica,1.0,79.0,38.74
14212,350520,Bariri,São Paulo,06,2018,Cirurgia Oncológica,0.0,52.0,0.0
14213,350520,Bariri,São Paulo,09,2018,Cirurgia Oncológica,1.0,16.0,41.1
14214,350520,Bariri,São Paulo,11,2018,Cirurgia Oncológica,1.0,10.0,38.74
14215,350520,Bariri,São Paulo,12,2018,Cirurgia Oncológica,1.0,13.0,38.74
14216,350550,Barretos,São Paulo,01,2018,Cirurgia Oncológica,409.0,84.21385542168674,416.09801204819394
14217,350550,Barretos,São Paulo,01,2018,"Diagnósticos: biopsia, mamografia",18.0,59.111111111111114,200.0
14218,350550,Barretos,São Paulo,01,2018,Medicina Nuclear Terapêutica Oncológica,4.0,56.5,614.7
14219,350550,Barretos,São Paulo,01,2018,Quimioterapia,5747.0,56.86927586753288,551.9263064490565
14220,350550,Barretos,São Paulo,01,2018,Radioterapia,25712.0,56.49617067833698,626.9942997811817
14221,350550,Barretos,São Paulo,01,2020,Cirurgia Oncológica,594.0,83.5679012345679,404.3963209876557
14222,350550,Barretos,São Paulo,01,2020,"Diagnósticos: biopsia, mamografia",4.0,58.25,200.0
14223,350550,Barretos,São Paulo,01,2020,Medicina Nuclear Terapêutica Oncológica,1.0,80.0,614.7
14224,350550,Barretos,São Paulo,01,2020,Quimioterapia,5993.0,56.7094276605435,563.6465568544093
14225,350550,Barretos,São Paulo,01,2020,Radioterapia,328.0,57.15923566878981,4024.391719745223
14226,350550,Barretos,São Paulo,01,2021,Cirurgia Oncológica,435.0,71.94857142857143,498.71165714285894
14227,350550,Barretos,São Paulo,01,2021,"Diagnósticos: biopsia, mamografia",15.0,7.8,200.0
14228,350550,Barretos,São Paulo,01,2021,Quimioterapia,4550.0,56.64397905759162,530.2532945510948
14229,350550,Barretos,São Paulo,01,2021,Radioterapia,324.0,55.847328244274806,4000.9580152671756
14230,350550,Barretos,São Paulo,02,2018,Cirurgia Oncológica,352.0,80.25342465753425,459.27058219178184
14231,350550,Barretos,São Paulo,02,2018,"Diagnósticos: biopsia, mamografia",13.0,58.61538461538461,200.0
14232,350550,Barretos,São Paulo,02,2018,Medicina Nuclear Terapêutica Oncológica,2.0,44.5,614.7
14233,350550,Barretos,São Paulo,02,2018,Quimioterapia,5483.0,56.55200907323396,576.1413869086164
14234,350550,Barretos,São Paulo,02,2018,Radioterapia,26819.0,56.84807916181607,639.1998079161816
14235,350550,Barretos,São Paulo,02,2020,Cirurgia Oncológica,691.0,79.19108280254777,380.56084925690124
14236,350550,Barretos,São Paulo,02,2020,"Diagnósticos: biopsia, mamografia",2.0,47.5,200.0
14237,350550,Barretos,São Paulo,02,2020,Medicina Nuclear Terapêutica Oncológica,1.0,31.0,614.7
14238,350550,Barretos,São Paulo,02,2020,Quimioterapia,5707.0,56.84959851760346,554.2792927733149
14239,350550,Barretos,São Paulo,02,2020,Radioterapia,306.0,56.813148788927336,4052.923875432526
14240,350550,Barretos,São Paulo,02,2021,Cirurgia Oncológica,301.0,85.28991596638656,410.23928571428615
14241,350550,Barretos,São Paulo,02,2021,"Diagnósticos: biopsia, mamografia",5.0,8.2,200.0
14242,350550,Barretos,São Paulo,02,2021,Quimioterapia,4631.0,56.55430210325048,545.2721070745647
14243,350550,Barretos,São Paulo,02,2021,Radioterapia,260.0,56.11244979919679,4031.570281124498
14244,350550,Barretos,São Paulo,03,2018,Cirurgia Oncológica,456.0,78.136,394.43437333333463
14245,350550,Barretos,São Paulo,03,2018,"Diagnósticos: biopsia, mamografia",7.0,46.42857142857143,200.0
14246,350550,Barretos,São Paulo,03,2018,Medicina Nuclear Terapêutica Oncológica,2.0,52.5,614.7
14247,350550,Barretos,São Paulo,03,2018,Quimioterapia,5651.0,56.743152866242035,581.7075716560495
14248,350550,Barretos,São Paulo,03,2018,Radioterapia,31216.0,57.94825174825175,637.7965967365967
14249,350550,Barretos,São Paulo,03,2020,Cirurgia Oncológica,519.0,74.95698924731182,384.2454032258066
14250,350550,Barretos,São Paulo,03,2020,Quimioterapia,5776.0,56.890326555760936,553.5599306839157
14251,350550,Barretos,São Paulo,03,2020,Radioterapia,324.0,55.21153846153846,3986.753205128205
14252,350550,Barretos,São Paulo,03,2021,Cirurgia Oncológica,174.0,78.24342105263158,310.19407894736815
14253,350550,Barretos,São Paulo,03,2021,"Diagnósticos: biopsia, mamografia",11.0,11.0,200.0
14254,350550,Barretos,São Paulo,03,2021,Quimioterapia,4713.0,56.63437849944009,550.0027547592366
14255,350550,Barretos,São Paulo,03,2021,Radioterapia,400.0,56.05732484076433,3992.2229299363057
14256,350550,Barretos,São Paulo,04,2018,Cirurgia Oncológica,443.0,85.63920454545455,434.33789772727397
14257,350550,Barretos,São Paulo,04,2018,"Diagnósticos: biopsia, mamografia",8.0,50.0,200.0
14258,350550,Barretos,São Paulo,04,2018,Medicina Nuclear Terapêutica Oncológica,2.0,60.5,614.7
14259,350550,Barretos,São Paulo,04,2018,Quimioterapia,5629.0,56.625560538116595,594.211063420883
14260,350550,Barretos,São Paulo,04,2018,Radioterapia,32616.0,57.73724884080371,675.5989180834621
14261,350550,Barretos,São Paulo,04,2020,Cirurgia Oncológica,129.0,92.96261682242991,98.70000000000006
14262,350550,Barretos,São Paulo,04,2020,"Diagnósticos: biopsia, mamografia",3.0,38.0,200.0
14263,350550,Barretos,São Paulo,04,2020,Medicina Nuclear Terapêutica Oncológica,1.0,14.0,614.7
14264,350550,Barretos,São Paulo,04,2020,Quimioterapia,5320.0,56.790463833927994,520.1679954589672
14265,350550,Barretos,São Paulo,04,2020,Radioterapia,296.0,56.979166666666664,3949.465277777778
14266,350550,Barretos,São Paulo,04,2021,Cirurgia Oncológica,44.0,41.06818181818182,43.73318181818181
14267,350550,Barretos,São Paulo,04,2021,"Diagnósticos: biopsia, mamografia",13.0,8.923076923076923,200.0
14268,350550,Barretos,São Paulo,04,2021,Quimioterapia,4645.0,56.67488789237668,526.8084136771282
14269,350550,Barretos,São Paulo,04,2021,Radioterapia,284.0,54.46311475409836,3898.0204918032787
14270,350550,Barretos,São Paulo,05,2018,Cirurgia Oncológica,548.0,77.22142857142858,404.5364761904773
14271,350550,Barretos,São Paulo,05,2018,"Diagnósticos: biopsia, mamografia",8.0,62.625,200.0
14272,350550,Barretos,São Paulo,05,2018,Medicina Nuclear Terapêutica Oncológica,2.0,40.0,614.7
14273,350550,Barretos,São Paulo,05,2018,Quimioterapia,5777.0,56.51628486831853,585.9044678198534
14274,350550,Barretos,São Paulo,05,2018,Radioterapia,27478.0,55.50824499411072,696.1861307420495
14275,350550,Barretos,São Paulo,05,2020,Cirurgia Oncológica,394.0,74.94525547445255,343.6557299270076
14276,350550,Barretos,São Paulo,05,2020,"Diagnósticos: biopsia, mamografia",1.0,78.0,200.0
14277,350550,Barretos,São Paulo,05,2020,Medicina Nuclear Terapêutica Oncológica,1.0,67.0,614.7
14278,350550,Barretos,São Paulo,05,2020,Quimioterapia,5484.0,56.570871261378414,541.2565409622854
14279,350550,Barretos,São Paulo,05,2020,Radioterapia,305.0,55.13448275862069,3883.61724137931
14280,350550,Barretos,São Paulo,05,2021,Cirurgia Oncológica,217.0,64.21658986175115,557.2753456221213
14281,350550,Barretos,São Paulo,05,2021,"Diagnósticos: biopsia, mamografia",5.0,7.6,200.0
14282,350550,Barretos,São Paulo,05,2021,Quimioterapia,4807.0,56.80752906440303,545.4811127514292
14283,350550,Barretos,São Paulo,05,2021,Radioterapia,354.0,53.84836065573771,3709.405737704918
14284,350550,Barretos,São Paulo,06,2018,Cirurgia Oncológica,523.0,79.87433155080214,341.92382352941246
14285,350550,Barretos,São Paulo,06,2018,"Diagnósticos: biopsia, mamografia",12.0,58.416666666666664,200.0
14286,350550,Barretos,São Paulo,06,2018,Medicina Nuclear Terapêutica Oncológica,3.0,52.333333333333336,614.7
14287,350550,Barretos,São Paulo,06,2018,Quimioterapia,5766.0,56.53257001392542,574.6566934859958
14288,350550,Barretos,São Paulo,06,2018,Radioterapia,26459.0,56.27654986522911,598.1322479784366
14289,350550,Barretos,São Paulo,06,2020,Cirurgia Oncológica,551.0,81.0952380952381,533.048181818184
14290,350550,Barretos,São Paulo,06,2020,"Diagnósticos: biopsia, mamografia",6.0,63.0,200.0
14291,350550,Barretos,São Paulo,06,2020,Medicina Nuclear Terapêutica Oncológica,1.0,43.0,614.7
14292,350550,Barretos,São Paulo,06,2020,Quimioterapia,5530.0,56.6249797242498,546.0630656934276
14293,350550,Barretos,São Paulo,06,2020,Radioterapia,342.0,56.15915915915916,4038.2132132132133
14294,350550,Barretos,São Paulo,06,2021,Cirurgia Oncológica,142.0,61.098591549295776,455.2804225352107
14295,350550,Barretos,São Paulo,06,2021,"Diagnósticos: biopsia, mamografia",3.0,10.0,200.0
14296,350550,Barretos,São Paulo,06,2021,Quimioterapia,4739.0,56.61857781087119,545.5143354430353
14297,350550,Barretos,São Paulo,06,2021,Radioterapia,325.0,55.275862068965516,3874.256704980843
14298,350550,Barretos,São Paulo,07,2018,Cirurgia Oncológica,690.0,73.45762711864407,346.94904661017006
14299,350550,Barretos,São Paulo,07,2018,"Diagnósticos: biopsia, mamografia",9.0,63.77777777777778,200.0
14300,350550,Barretos,São Paulo,07,2018,Medicina Nuclear Terapêutica Oncológica,4.0,37.25,614.7
14301,350550,Barretos,São Paulo,07,2018,Quimioterapia,5807.0,56.39801303942875,586.4997531822405
14302,350550,Barretos,São Paulo,07,2018,Radioterapia,28039.0,56.95407326407873,623.9032258064516
14303,350550,Barretos,São Paulo,07,2020,Cirurgia Oncológica,601.0,79.2846889952153,373.8189712918668
14304,350550,Barretos,São Paulo,07,2020,"Diagnósticos: biopsia, mamografia",1.0,71.0,200.0
14305,350550,Barretos,São Paulo,07,2020,Medicina Nuclear Terapêutica Oncológica,3.0,57.333333333333336,614.7
14306,350550,Barretos,São Paulo,07,2020,Quimioterapia,5646.0,56.61155442068305,551.0555282476835
14307,350550,Barretos,São Paulo,07,2020,Radioterapia,332.0,55.42546583850932,3989.0341614906833
14308,350550,Barretos,São Paulo,08,2018,Cirurgia Oncológica,636.0,77.75108225108225,399.6934632034631
14309,350550,Barretos,São Paulo,08,2018,"Diagnósticos: biopsia, mamografia",4.0,49.0,200.0
14310,350550,Barretos,São Paulo,08,2018,Medicina Nuclear Terapêutica Oncológica,5.0,53.4,614.7
14311,350550,Barretos,São Paulo,08,2018,Quimioterapia,5932.0,56.612736136502136,564.8101630103574
14312,350550,Barretos,São Paulo,08,2018,Radioterapia,33492.0,56.58308751229105,647.2005899705015
14313,350550,Barretos,São Paulo,08,2020,Cirurgia Oncológica,481.0,76.22702702702702,448.55921621621803
14314,350550,Barretos,São Paulo,08,2020,Quimioterapia,5541.0,56.582747603833866,538.8264648562284
14315,350550,Barretos,São Paulo,08,2020,Radioterapia,262.0,56.11666666666667,3929.75
14316,350550,Barretos,São Paulo,09,2018,Cirurgia Oncológica,468.0,75.86118980169972,422.18050991501525
14317,350550,Barretos,São Paulo,09,2018,"Diagnósticos: biopsia, mamografia",5.0,49.8,200.0
14318,350550,Barretos,São Paulo,09,2018,Medicina Nuclear Terapêutica Oncológica,2.0,65.5,614.7
14319,350550,Barretos,São Paulo,09,2018,Quimioterapia,5754.0,56.53776061776062,541.7347042471033
14320,350550,Barretos,São Paulo,09,2018,Radioterapia,25793.0,56.11816467630421,683.2360905091139
14321,350550,Barretos,São Paulo,09,2020,Cirurgia Oncológica,587.0,76.06323185011709,405.5304683840753
14322,350550,Barretos,São Paulo,09,2020,"Diagnósticos: biopsia, mamografia",2.0,41.5,200.0
14323,350550,Barretos,São Paulo,09,2020,Quimioterapia,5530.0,56.62438009918413,555.3748568229046
14324,350550,Barretos,São Paulo,09,2020,Radioterapia,301.0,54.529411764705884,3839.9742647058824
14325,350550,Barretos,São Paulo,10,2018,Cirurgia Oncológica,776.0,77.6322241681261,484.66315236427744
14326,350550,Barretos,São Paulo,10,2018,"Diagnósticos: biopsia, mamografia",11.0,56.27272727272727,200.0
14327,350550,Barretos,São Paulo,10,2018,Medicina Nuclear Terapêutica Oncológica,3.0,49.333333333333336,614.7
14328,350550,Barretos,São Paulo,10,2018,Quimioterapia,6045.0,56.64700585321927,563.5443764070217
14329,350550,Barretos,São Paulo,10,2018,Radioterapia,32482.0,56.84575225439013,668.0284765068818
14330,350550,Barretos,São Paulo,10,2019,Cirurgia Oncológica,227.0,112.31666666666666,225.72391666666664
14331,350550,Barretos,São Paulo,10,2019,"Diagnósticos: biopsia, mamografia",10.0,51.8,200.0
14332,350550,Barretos,São Paulo,10,2019,Quimioterapia,37.0,58.45945945945946,1464.0864864864868
14333,350550,Barretos,São Paulo,10,2019,Radioterapia,4.0,52.5,3458.0
14334,350550,Barretos,São Paulo,10,2020,Cirurgia Oncológica,611.0,77.16071428571429,426.073415178572
14335,350550,Barretos,São Paulo,10,2020,"Diagnósticos: biopsia, mamografia",6.0,14.166666666666666,200.0
14336,350550,Barretos,São Paulo,10,2020,Quimioterapia,5317.0,56.83500669344043,555.5530856760347
14337,350550,Barretos,São Paulo,10,2020,Radioterapia,323.0,57.66990291262136,3947.84142394822
14338,350550,Barretos,São Paulo,11,2018,Cirurgia Oncológica,550.0,83.67541766109785,413.3474701670639
14339,350550,Barretos,São Paulo,11,2018,"Diagnósticos: biopsia, mamografia",5.0,53.0,200.0
14340,350550,Barretos,São Paulo,11,2018,Quimioterapia,5921.0,56.43842289541787,554.7994580605867
